StationId,Latitude,Longitude,Elevation,Name,CountryCode,City,CityDistance
US10dixo006,42.5766,-96.8686,421.8,PONCA 8.6 W,US,Concord,23.592731524891356
US10dodg005,41.668,-96.628,392.0,SCRIBNER 2.0 E,US,Washington,46.14878983332901
US10dodg012,41.6544,-96.5097,365.2,HOOPER 3.6 NE,US,Washington,38.061475281661046
US10doug001,41.2201,-96.1474,324.0,OMAHA 11.3 W,US,Washington,20.363408730998625
US10doug002,41.199,-96.1841,362.1,OMAHA 13.5 WSW,US,Washington,22.168928056427294
US10doug005,41.2582,-96.1784,356.0,OMAHA 12.6 W,US,Washington,15.688580283604733
US10doug006,41.2658,-95.9927,366.1,OMAHA 2.9 W,US,Washington,23.154839004488153
US10doug007,41.2811,-96.1593,366.1,OMAHA 11.7 W,US,Washington,13.562348612668472
US10doug009,41.1977,-96.152,356.0,OMAHA 11.9 WSW,US,Washington,22.70456532843854
US10doug012,41.289,-96.331,340.2,WATERLOO 2.3 W,US,Washington,15.883673687678685
US10doug013,41.3337,-95.9828,363.0,OMAHA 5.7 NNW,US,Washington,20.04502340434407
US10doug014,41.2166,-96.1456,327.1,OMAHA 11.2 WSW,US,Washington,20.777716084644336
US10doug015,41.32,-95.975,363.0,OMAHA 4.6 NNW,US,Washington,21.229130441677473
US10doug018,41.2924,-96.0062,373.1,OMAHA 4.3 WNW,US,Washington,20.46805691784388
US10doug019,41.1977,-96.0737,360.9,OMAHA 8.2 WSW,US,Washington,24.876296086226883
US10doug020,41.2903,-96.0279,346.9,OMAHA 5.2 WNW,US,Washington,19.154529920002144
US10doug021,41.2964,-96.2471,369.1,ELKHORN 2.8 N,US,Washington,11.730774228256426
US10doug022,41.114,-96.1323,345.9,OMAHA 14.2 SW,US,Washington,32.15369336559369
US10doug024,41.2844,-96.1014,390.1,OMAHA 6.7 WNW,US,Washington,15.386674844096724
US10doug025,41.3639,-96.1558,352.3,BENNINGTON 0.1 ESE,US,Washington,5.707572766032891
US10doug029,41.2523,-96.1839,349.9,OMAHA 12.8 W,US,Washington,16.275359351205843
US10doug031,41.2585,-96.2296,366.1,ELKHORN 0.9 E,US,Washington,15.577900493219431
US10doug033,41.294,-96.1629,342.3,OMAHA 12.0 W,US,Washington,12.103933110746045
US10doug035,41.269,-96.116,385.6,OMAHA 9.3 W,US,Washington,16.20857991276378
US10doug036,41.3114,-96.1412,378.0,OMAHA 11.2 WNW,US,Washington,11.063612144314424
US10doug046,41.3003,-96.0398,362.7,OMAHA 6.0 WNW,US,Washington,17.685681618325624
US10doug048,41.2799,-96.1493,349.6,OMAHA 11.1 W,US,Washington,13.95760354631888
US10doug051,41.3553,-96.2138,341.1,BENNINGTON 3.0 W,US,Washington,4.733762128676225
US10doug052,41.2538,-96.3304,334.4,WATERLOO 3.2 SW,US,Washington,19.004402958080277
US10doug053,41.2499,-96.1714,363.9,OMAHA 12.2 W,US,Washington,16.69635994583133
US10doug054,41.3121,-96.1779,341.4,OMAHA 13.1 WNW,US,Washington,9.820841809906971
US10doug055,41.3661,-96.3878,388.9,VALLEY 4.3 NW,US,Washington,15.453287396934865
US10doug057,41.2042,-96.1052,370.3,OMAHA 9.5 WSW,US,Washington,23.137743961397447
US10doug059,41.206,-96.1812,328.3,OMAHA 13.2 WSW,US,Washington,21.417067351310518
US10doug060,41.2687,-95.9869,328.3,OMAHA 2.6 WNW,US,Washington,23.33197625572306
US10doug064,41.3348,-96.366,344.1,VALLEY 1.8 NW,US,Washington,14.96464183620361
US10fill003,40.3785,-97.73,505.1,SHICKLEY 2.7 S,US,Washington,85.26613344848963
US10fill005,40.5402,-97.672,498.0,GENEVA 4.1 W,US,Washington,96.37772739529588
US10fill006,40.4067,-97.3739,479.1,TOBIAS 2.1 WSW,US,Washington,71.26734662401319
US10fill007,40.3509,-97.5014,481.0,OHIOWA 5.0 SW,US,Washington,70.85858116317468
US10fill008,40.5195,-97.5985,481.0,GENEVA 0.5 SSW,US,Washington,91.11322912695424
US10fill012,40.4886,-97.7485,510.8,SHICKLEY 5.1 NNW,US,Washington,95.55494052812493
US10fill014,40.5357,-97.4347,502.9,MILLIGAN 3.5 NW,US,Washington,86.48565399274028
US10fill015,40.527,-97.5982,502.9,GENEVA 0.1 W,US,Washington,91.81593926056391
US10fill019,40.4362,-97.483,502.9,OHIOWA 2.2 NW,US,Washington,78.22625757667004
US10gage001,40.2847,-96.7429,390.1,BEATRICE 1.2 NNE,US,Washington,58.25529672218553
US10gage002,40.2799,-96.7359,406.0,BEATRICE 1.0 NE,US,Washington,58.04957149894506
US10gage003,40.0525,-96.5774,367.0,BARNESTON 0.3 N,US,Washington,48.02409357700717
US10gage004,40.3063,-96.875,408.1,BEATRICE 7.2 WNW,US,Washington,56.48740624654945
US10gage007,40.0305,-96.8817,433.1,ODELL 4.3 WSW,US,Washington,27.779355857841903
US10gage008,40.3642,-96.6782,417.9,PICKRELL 2.8 ESE,US,Washington,68.62286185233104
US10gage009,40.0086,-96.7029,396.8,WYMORE 8.1 SSW,US,Washington,36.44848742393077
US10gage012,40.5008,-96.7049,444.1,CORTLAND 0.3 SSE,US,Washington,81.5588906077576
US10gage013,40.2911,-96.5367,430.1,FILLEY 0.4 NNW,US,Washington,68.48270946808938
US10gage015,40.1312,-96.6284,404.2,BLUE SPRINGS 1.7 ESE,US,Washington,50.111038185509315
US10gage017,40.2143,-96.5954,427.9,BEATRICE 8.8 ESE,US,Washington,58.75142022587495
US10gage018,40.0445,-96.5112,406.0,LIBERTY 3.1 SW,US,Washington,52.40272211487805
US10gage020,40.377,-96.9086,395.9,DEWITT 1.4 SE,US,Washington,63.508399420169674
US10gage021,40.4678,-96.829,424.9,WILBER 6.9 E,US,Washington,74.84412920705886
US10gage022,40.118,-96.879,410.0,DILLER 3.0 E,US,Washington,36.562613026273716
US10gage023,40.0731,-96.7611,395.0,ODELL 2.7 ENE,US,Washington,37.661667660166614
US10gage025,40.5039,-96.5896,413.0,FIRTH 2.2 SSE,US,Washington,85.86583633945857
US10gage026,40.453,-96.5099,398.1,ADAMS 0.4 S,US,Washington,84.35070255376664
US10gage033,40.4606,-96.5115,398.1,ADAMS 0.1 NW,US,Washington,84.98702762857882
US10gage035,40.267,-96.7144,398.1,BEATRICE 1.7 E,US,Washington,57.66092683698012
US10gage044,40.4914,-96.5204,398.1,ADAMS 2.3 NNW,US,Washington,87.49876470930988
US10gage045,40.4437,-96.5323,398.1,ADAMS 1.6 SW,US,Washington,82.4564424026259
US10holt004,42.5362,-98.9771,647.1,ATKINSON 0.3 NNE,US,Dallas,89.58966211323724
US10holt014,42.5767,-99.0083,647.1,ATKINSON 3.5 NNW,US,Dallas,84.4117896532167
US10holt015,42.6962,-98.6176,520.9,ONEILL 16.5 N,US,Dallas,94.81235935988843
US10holt016,42.7174,-98.8847,598.0,ATKINSON 13.7 NNE,US,Dallas,77.4585932244178
US10holt018,42.7116,-98.5806,543.2,ONEILL 17.9 NNE,US,Dallas,96.09629203616925
US10holt022,42.6676,-98.9315,630.0,ATKINSON 9.7 NNE,US,Dallas,79.3462412094613
US10holt024,42.7982,-98.6506,630.0,SPENCER 5.9 SE,US,Dallas,85.7758100804509
US10holt029,42.7098,-98.5693,630.0,ONEILL 17.9 NNE,US,Dallas,96.94907143040109
US10jeff001,40.0284,-96.9355,438.9,DILLER 5.6 S,US,Washington,25.514467281182903
US10jeff002,40.082,-97.3306,451.1,FAIRBURY 8.7 WSW,US,Washington,38.10902701082339
US10jeff003,40.2669,-97.3169,438.0,FAIRBURY 11.4 NW,US,Washington,55.09142851520163
US10jeff004,40.2049,-97.3243,427.0,FAIRBURY 8.8 WNW,US,Washington,49.20314986923419
US10jeff005,40.1518,-97.3339,463.9,FAIRBURY 8.1 W,US,Washington,44.54954900135073
US10jeff006,40.25,-97.217,455.1,FAIRBURY 8.0 NNW,US,Washington,50.34090515778584
US10jeff009,40.0599,-97.0435,406.9,STEELE CITY 1.8 NW,US,Washington,27.124065999536057
US10jeff011,40.304,-96.9906,437.1,PLYMOUTH 0.1 NW,US,Washington,54.48793873361553
US10jeff012,40.3318,-96.9568,415.1,DEWITT 4.6 SSW,US,Washington,57.88493175173422
US10jeff013,40.1123,-96.9376,417.0,DILLER 0.2 NW,US,Washington,34.28061083826861
US10jeff014,40.3073,-97.3119,452.9,DAYKIN 1.2 SW,US,Washington,59.04369531022987
US10jeff016,40.1971,-96.9734,442.0,JANSEN 5.8 E,US,Washington,42.8589559452116
US10jeff018,40.1478,-97.0921,441.0,FAIRBURY 4.7 E,US,Washington,37.079320852347244
US10jeff019,40.3208,-97.1883,442.9,DAYKIN 5.8 E,US,Washington,57.37442850871438
US10jeff020,40.1468,-97.1524,427.9,FAIRBURY 1.6 ENE,US,Washington,37.829577414783934
US10jeff021,40.3296,-97.1982,455.1,DAYKIN 5.3 E,US,Washington,58.50928432560391
US10jeff023,40.2335,-97.0303,431.9,JANSEN 4.3 NE,US,Washington,46.45031189503851
US10jeff025,40.31,-96.9543,469.1,PLYMOUTH 1.9 E,US,Washington,55.51463342538853
US10john001,40.3776,-96.1679,371.9,TECUMSEH 1.7 ENE,US,Washington,97.53205523989887
US10john002,40.4644,-96.2337,360.0,COOK 4.0 SW,US,Washington,99.9882173604026
US10john003,40.2912,-96.1986,360.9,ELK CREEK 3.6 W,US,Washington,89.59430913057993
US10john004,40.3428,-96.1039,374.0,ELK CREEK 4.1 NNE,US,Washington,99.46260877453737
US10john005,40.4431,-96.3216,365.2,STERLING 3.1 ESE,US,Washington,93.18534420927197
US10john008,40.3026,-96.4185,442.0,CRAB ORCHARD 2.2 S,US,Washington,76.18497775145404
US10john009,40.4471,-96.4384,367.0,STERLING 3.3 WSW,US,Washington,87.2727188407679
US10john010,40.3726,-96.1795,371.9,TECUMSEH 1.0 ENE,US,Washington,96.42048826313457
US10john012,40.4239,-96.2904,353.0,STERLING 5.2 ESE,US,Washington,93.41561654024794
US10john013,40.2914,-96.2829,417.0,TECUMSEH 6.4 SW,US,Washington,83.92074067302802
US10john014,40.4618,-96.3787,374.9,STERLING 0.2 NNW,US,Washington,91.65328125663508
US10john015,40.3777,-96.3155,376.1,TECUMSEH 6.3 W,US,Washington,88.26301929204068
US10john016,40.3348,-96.2326,384.0,TECUMSEH 2.9 SW,US,Washington,90.27460977093958
US10john017,40.4168,-96.3687,399.0,STERLING 3.0 SSE,US,Washington,88.35439813127721
US10john020,40.5124,-96.3892,399.0,STERLING 3.7 NNW,US,Washington,95.58672249737474
US10john021,40.3123,-96.146,399.0,ELK CREEK 2.0 NNW,US,Washington,94.58665395537331
US10keya003,42.943,-99.9812,752.9,SPRINGVIEW 14.6 WNW,US,Dallas,49.93066203060998
US10knox001,42.531,-98.0989,440.1,VERDIGRE 5.7 SW,US,Concord,92.50993463888557
US10knox003,42.525,-97.5736,548.9,WAUSA 2.4 NW,US,Concord,50.4622151389513
US10knox004,42.7382,-97.4985,430.1,CROFTON 0.7 NNW,US,Concord,57.38761701957608
US10knox005,42.5999,-97.6445,523.0,BLOOMFIELD 0.1 ENE,US,Concord,58.86813713509822
US10knox006,42.8198,-97.7152,437.1,CROFTON 13.1 WNW,US,Concord,76.69491241480767
US10knox008,42.45,-98.15,506.9,VERDEL 25.0 S,US,Concord,95.58907533849103
US10knox009,42.5981,-98.0318,412.1,VERDIGRE 0.1 NE,US,Concord,88.757362968883
US10knox011,42.6281,-98.0855,491.9,VERDIGRE 3.5 WNW,US,Concord,93.89527413800585
US10knox012,42.7186,-97.7594,480.1,BLOOMFIELD 10.2 NW,US,Concord,73.26319567474295
US10knox013,42.4448,-98.1372,484.0,ROYAL 7.7 N,US,Concord,94.50219575339125
US10knox014,42.4672,-97.7639,541.0,CREIGHTON 7.4 E,US,Concord,64.27372817782084
US10knox016,42.7277,-97.7924,499.0,BLOOMFIELD 11.7 NW,US,Concord,76.10308073803854
US10knox017,42.8309,-97.5234,499.0,CROFTON 7.6 NE,US,Concord,66.20620394451349
US10knox018,42.7661,-97.5637,499.0,CROFTON 4.4 WNW,US,Concord,63.40802488595101
US10knox019,42.7273,-97.5044,499.0,CROFTON 0.5 W,US,Concord,56.92259977562561
US10lanc001,40.7633,-96.6833,367.0,LINCOLN 2.7 SSW,US,Washington,81.02878224303008
US10lanc005,40.8382,-96.5899,356.0,LINCOLN 4.8 ENE,US,Washington,69.96996889273696
US10lanc006,40.8081,-96.643,395.9,LINCOLN 1.4 ENE,US,Washington,75.02544018488123
US10lanc007,41.0032,-96.6763,387.1,DAVEY 1.2 NNW,US,Washington,58.84102494478115
US10lanc009,40.7352,-96.6498,410.0,LINCOLN 4.6 SSE,US,Washington,82.4660902363172
US10lanc011,40.7504,-96.6128,423.1,LINCOLN 4.4 SE,US,Washington,79.58521994569723
US10lanc012,40.7544,-96.7611,380.1,LINCOLN 5.8 WSW,US,Washington,85.25996107767219
US10lanc013,40.8416,-96.5141,402.9,LINCOLN 8.5 ENE,US,Washington,66.9498888101262
US10lanc014,40.5529,-96.5009,410.0,ADAMS 6.5 N,US,Washington,94.23129267609522
US10lanc015,40.5847,-96.4922,434.0,PANAMA 1.3 SE,US,Washington,93.49741294228383
US10lanc016,40.9502,-96.8007,370.0,RAYMOND 1.0 WSW,US,Washington,70.29080427612259
US10lanc017,40.6667,-96.5067,399.0,BENNET 0.9 S,US,Washington,85.06132515556669
US10lanc018,40.829,-96.6711,362.1,LINCOLN 2.0 N,US,Washington,74.2056324329812
US10lanc019,40.7845,-96.6156,401.1,LINCOLN 2.9 ESE,US,Washington,76.27476242911834
US10lanc022,40.6974,-96.6855,367.9,ROCA 3.1 NW,US,Washington,87.57492532810846
US10lanc024,40.7733,-96.6712,381.9,LINCOLN 1.9 S,US,Washington,79.56092129959306
US10lanc025,40.86,-96.69,360.0,LINCOLN 4.3 NNW,US,Washington,72.16112850600119
US10lanc027,40.838,-96.6085,367.0,LINCOLN 4.0 ENE,US,Washington,70.71662876974742
US10lanc029,40.6166,-96.5595,401.1,HICKMAN 3.7 E,US,Washington,91.73118292020419
US10lanc030,40.7887,-96.6927,377.0,LINCOLN 1.5 WSW,US,Washington,78.98145772671619
US10lanc031,40.9192,-96.536,338.0,WAVERLY 0.4 WNW,US,Washington,59.88777337858704
US10lanc033,40.8381,-96.7859,363.9,LINCOLN 6.7 WNW,US,Washington,78.860007688849
US10lanc034,40.7466,-96.6568,395.9,LINCOLN 3.7 S,US,Washington,81.60365955234104
US10lanc039,40.9034,-96.7122,391.1,LINCOLN 7.5 NNW,US,Washington,69.32635725201945
US10lanc040,40.8011,-96.6106,377.6,LINCOLN 3.0 E,US,Washington,74.4365077232084
US10lanc041,40.7923,-96.6923,390.8,LINCOLN 1.4 WSW,US,Washington,78.62066931356733
US10lanc042,40.8462,-96.7086,390.8,LINCOLN 3.9 NW,US,Washington,74.30862623009523
US10lanc043,40.779,-96.6473,370.9,LINCOLN 1.8 SE,US,Washington,78.04178309589892
US10lanc047,40.7773,-96.733,417.9,LINCOLN 3.8 WSW,US,Washington,81.83979019515543
US10lanc049,40.7392,-96.6529,364.2,LINCOLN 4.3 SSE,US,Washington,82.18633310458452
US10lanc050,40.7988,-96.6969,353.0,LINCOLN 1.6 W,US,Washington,78.2032441292888
US10lanc052,40.6519,-96.6271,367.9,ROCA 1.7 E,US,Washington,90.08298273943508
US10lanc066,40.6934,-96.4893,369.1,BENNET 1.3 NE,US,Washington,81.79419892813796
US10lanc067,40.7889,-96.7413,399.6,LINCOLN 3.9 W,US,Washington,81.13503531098684
US10lanc068,41.0211,-96.848,399.3,VALPARAISO 4.3 SSW,US,Washington,68.002144452069
US10lanc070,40.7909,-96.63,364.2,LINCOLN 2.0 ESE,US,Washington,76.19193628638224
US10lanc071,40.7229,-96.6208,392.0,LINCOLN 5.8 SSE,US,Washington,82.64261976362823
US10lanc072,40.9756,-96.7835,374.3,RAYMOND 1.3 N,US,Washington,67.2752665801884
US10lanc077,40.7961,-96.6946,373.7,LINCOLN 1.5 W,US,Washington,78.35887377848853
US10lanc084,40.7819,-96.695,405.4,LINCOLN 1.9 WSW,US,Washington,79.73027775262227
US10madi001,42.0484,-97.3999,463.9,NORFOLK 1.7 NE,US,Concord,50.366402474434864
US10madi002,41.9859,-97.4129,460.9,NORFOLK 2.9 S,US,Concord,56.377313891752806
US10madi003,42.0313,-97.732,497.1,MEADOW GROVE 0.2 NNE,US,Concord,72.6783193238976
US10madi005,41.994,-97.4624,465.1,NORFOLK 3.3 SW,US,Concord,58.31655812761728
US10madi006,42.0261,-97.4007,459.9,NORFOLK 0.9 E,US,Concord,52.27620302948554
US10madi008,42.0224,-97.3712,465.1,NORFOLK 2.5 E,US,Concord,51.057596427701796
US10madi009,41.9902,-97.8142,541.0,TILDEN 4.1 SSE,US,Concord,80.8630389639375
US10madi010,42.0509,-97.4395,494.1,NORFOLK 1.9 NW,US,Concord,52.41560357622633
US10madi011,41.9838,-97.4856,479.1,NORFOLK 4.7 WSW,US,Concord,60.44395189430176
US10madi017,42.029,-97.4185,465.1,NORFOLK 0.1 WNW,US,Concord,52.99785166494003
US10madi018,42.0268,-97.41,463.0,NORFOLK 0.4 ESE,US,Concord,52.71753644354116
US10madi020,41.9007,-97.7366,463.0,MEADOW GROVE 8.8 S,US,Concord,81.76848737001298
US10nuck002,40.1828,-97.9717,524.0,NORA 1.5 N,US,Washington,88.57104859185327
US10nuck003,40.1383,-97.9337,518.2,RUSKIN 3.4 W,US,Washington,83.49196268170705
US10nuck005,40.1042,-98.0117,541.9,SUPERIOR 6.5 NE,US,Washington,88.11022888559162
US10nuck006,40.2348,-97.9049,488.0,OAK 0.1 SSW,US,Washington,86.50737923367248
US10nuck007,40.348,-97.9553,522.1,EDGAR 1.9 SE,US,Washington,97.20337455953666
US10nuck013,40.0413,-97.9658,488.9,HARDY 3.0 NW,US,Washington,82.11476603289002
US10nuck017,40.0167,-97.8457,502.9,HARDY 4.3 E,US,Washington,71.54128341830501
US10nuck018,40.2847,-97.8773,508.1,DAVENPORT 3.9 WSW,US,Washington,87.6943849923366
US10nuck022,40.2026,-98.062,518.2,NELSON 0.3 E,US,Washington,96.41435236629538
US10nuck023,40.2759,-97.9318,513.0,OAK 3.1 NW,US,Washington,90.91669539498176
US10nuck026,40.1974,-98.0686,513.0,NELSON 0.3 S,US,Washington,96.66571991895944
US10nuck030,40.1427,-97.8627,513.0,RUSKIN 0.4 ESE,US,Washington,78.29491871251356
US10nuck035,40.028,-98.0711,513.0,SUPERIOR 0.5 N,US,Washington,90.31769368564076
US10otoe001,40.5778,-96.3868,378.0,DOUGLAS 1.2 S,US,Washington,92.39285634338225
US10otoe002,40.6101,-96.3665,401.1,PALMYRA 6.6 SSE,US,Washington,88.57788527939712
US10otoe003,40.6829,-95.8486,285.9,NEBRASKA CITY 0.7 ENE,US,Washington,84.97725720754482
US10otoe004,40.6821,-96.3876,363.9,PALMYRA 1.5 S,US,Washington,80.98264197449267
US10otoe005,40.5233,-96.1657,337.1,COOK 0.9 N,US,Washington,97.28075895173757
US10otoe006,40.5671,-96.3023,378.0,BURR 2.2 N,US,Washington,92.6903197669567
US10otoe007,40.5525,-96.108,303.0,COOK 3.0 NORTH,US,Washington,94.34059994515249
US10otoe008,40.7552,-96.4216,383.1,EAGLE 4.3 S,US,Washington,73.65351004793129
US10otoe009,40.6564,-96.2243,342.0,SYRACUSE 2.0 W,US,Washington,82.429870782117
US10otoe010,40.5341,-96.0222,294.1,TALMAGE 0.3 N,US,Washington,97.26776127876965
US10otoe011,40.5479,-95.9716,328.9,TALMAGE 2.9 ENE,US,Washington,96.53386816467055
US10otoe012,40.5664,-95.841,323.1,NEBRASKA CITY 7.7 S,US,Washington,97.40809573636456
US10otoe013,40.6819,-96.2725,342.9,UNADILLA 0.2 WSW,US,Washington,79.76927412693695
US10otoe014,40.6682,-96.1067,360.9,SYRACUSE 4.0 E,US,Washington,81.54419309849402
US10otoe015,40.7376,-96.295,367.0,UNADILLA 4.0 NNW,US,Washington,73.75516357639975
US10otoe016,40.7058,-96.3965,366.1,PALMYRA 0.5 W,US,Washington,78.54189739000523
US10otoe017,40.6548,-95.9348,362.1,NEBRASKA CITY 4.2 WSW,US,Washington,85.70255649476817
US10otoe019,40.6626,-96.1782,362.1,SYRACUSE 0.6 NE,US,Washington,81.76496374604184
US10otoe026,40.6805,-95.9663,362.1,NEBRASKA CITY 5.6 W,US,Washington,82.2618050176948
US10otoe027,40.5368,-96.3143,362.1,BURR 0.7 W,US,Washington,96.13646942458905
US10otoe028,40.6635,-95.8646,362.1,NEBRASKA CITY 1.0 SSW,US,Washington,86.54443669688166
US10otoe030,40.537,-96.1218,362.1,COOK 2.9 ENE,US,Washington,95.96385078279485
US10pawn002,40.1942,-96.3553,445.9,STEINAUER 6.4 W,US,Washington,72.50178601823852
US10pawn003,40.2327,-96.3912,444.1,BURCHARD 6.3 NNW,US,Washington,72.67258672235158
US10pawn004,40.2182,-96.1401,342.9,STEINAUER 5.0 E,US,Washington,89.36964909096237
US10pawn006,40.109,-96.0861,378.9,PAWNEE CITY 3.6 E,US,Washington,88.27138222019542
US10pawn007,40.0587,-96.0903,371.9,DUBOIS 2.7 WNW,US,Washington,86.0522566094014
US10pawn008,40.2199,-96.3063,402.0,STEINAUER 3.8 W,US,Washington,77.54933514497579
US10pawn009,40.0136,-96.2747,410.0,SUMMERFIELD 4.1 ENE,US,Washington,69.57211374595377
US10pawn010,40.0591,-96.1613,357.8,PAWNEE CITY 2.9 S,US,Washington,80.34156738966846
US10pawn013,40.2065,-96.2944,357.8,STEINAUER 3.1 W,US,Washington,77.53872083657603
US10pier002,42.3216,-97.7077,513.0,OSMOND 6.3 WSW,US,Concord,59.463377808195226
US10pier003,42.1,-97.44,467.9,NORFOLK 5.1 NNW,US,Concord,48.73264839968431
