StationId,Latitude,Longitude,Elevation,Name,CountryCode
US10bann009,41.6804,103.6852,1288.1,GERING 10.1 S,US
US10blai001,41.9138,-99.9644,797.1,DUNNING 9.4 ENE,US
US10blai003,41.7609,100.2353,841.9,DUNNING 8.2 WSW,US
US10blai004,41.9043,100.2657,826.9,HALSEY 0.2 ENE,US
US10blai005,42.0189,100.1227,826.9,PURDUM 7.5 ESE,US
US10blai006,42.0715,100.0649,826.9,DUNNING 16.9 N,US
US10blai008,41.803,100.2225,819.9,DUNNING 6.4 WSW,US
US10blai010,41.9224,-99.7449,746.2,BREWSTER 6.4 E,US
US10blai011,41.8838,100.174,746.2,DUNNING 5.3 NW,US
US10blai012,41.8194,100.1071,746.2,DUNNING 0.6 SSW,US
US10blai013,41.7495,-99.7601,746.2,MILBURN 1.4 NW,US
US10boon002,41.5249,-97.9933,540.1,SAINT EDWARD 7.3 WSW,US
US10boon003,41.7571,-98.2343,627.0,ALBION 12.9 WNW,US
US10boon004,41.684,-97.9872,530.0,ALBION 1.0 ESE,US
US10boon005,41.6402,-97.9951,573.9,ALBION 3.5 S,US
US10boon006,41.502,-98.158,591.0,CEDAR RAPIDS 4.1 SSW,US
US10boon007,41.8655,-98.2295,580.9,PETERSBURG 7.9 W,US
US10boon008,41.6273,-98.2379,573.0,PRIMROSE 0.3 N,US
US10boon009,41.6685,-97.8945,552.9,ALBION 5.9 ESE,US
US10boon010,41.6689,-98.1166,548.9,ALBION 6.1 W,US
US10boon011,41.8518,-98.0448,613.9,PETERSBURG 1.8 E,US
US10box_001,42.1911,102.9518,1250.0,ALLIANCE 7.4 NW,US
US10box_003,42.017,102.9953,1236.9,ALLIANCE 8.6 SW,US
US10box_004,42.1486,102.749,1196.0,ALLIANCE 7.2 ENE,US
US10box_005,42.3195,103.0705,1299.1,HEMINGFORD 0.2 ESE,US
US10box_006,42.3653,102.9952,1271.0,HEMINGFORD 5.1 ENE,US
US10box_007,42.1675,102.8005,1206.1,ALLIANCE 5.9 NE,US
US10box_008,42.2712,103.141,1310.0,HEMINGFORD 4.9 SW,US
US10box_009,42.3968,102.8848,1214.0,ALLIANCE 20.3 ENE,US
US10box_010,42.116,103.4295,1310.9,ALLIANCE 29.1 W,US
US10box_013,42.1138,102.8901,1310.9,ALLIANCE 1.2 NW,US
US10box_014,42.2981,102.8596,1310.9,ALLIANCE 13.6 N,US
US10box_020,42.3167,103.0787,1310.9,HEMINGFORD 0.4 SW,US
US10box_023,42.4093,102.7894,1310.9,ALLIANCE 21.7 NNE,US
US10box_024,42.3263,102.9934,1310.9,HEMINGFORD 4.2 E,US
US10box_030,42.2357,103.3072,1310.9,HEMINGFORD 13.5 WSW,US
US10boyd002,42.9095,-98.8492,552.9,BUTTE 0.1 S,US
US10boyd003,42.9141,-98.6603,513.0,SPENCER 3.5 NE,US
US10boyd005,42.9096,-98.8428,555.0,BUTTE 0.4 ESE,US
US10brow001,42.5359,-99.7092,791.9,LONG PINE 0.4 W,US
US10brow003,42.636,100.015,783.9,JOHNSTOWN 5.0 NE,US
US10brow004,42.5375,100.1208,794.9,JOHNSTOWN 4.0 WSW,US
US10brow005,42.6748,-99.7695,686.1,LONG PINE 15.7 ESE,US
US10brow006,42.5718,100.0545,790.0,JOHNSTOWN 0.2 E,US
US10brow007,42.6988,100.0668,790.0,JOHNSTOWN 8.8 N,US
US10brow008,42.3248,100.061,790.0,AINSWORTH 18.7 SW,US
US10brow009,42.3171,100.0112,790.0,AINSWORTH 17.8 SSW,US
US10buff001,40.7826,-99.1023,662.0,KEARNEY 5.8 NNW,US
US10buff002,40.7062,-99.1142,694.9,KEARNEY 1.8 WNW,US
US10buff003,40.9445,-98.8465,641.0,RAVENNA 6.6 SE,US
US10buff004,40.6908,-99.094,662.0,KEARNEY 0.9 SW,US
US10buff005,40.8588,-98.9216,657.1,GIBBON 8.6 NW,US
US10buff006,40.9223,-99.3868,726.9,MILLER 0.5 SE,US
US10buff007,40.9903,-98.8699,633.1,RAVENNA 3.3 SE,US
US10buff008,40.9593,-98.9631,626.1,RAVENNA 5.3 SW,US
US10buff010,40.9789,-99.0637,637.9,PLEASANTON 1.4 ENE,US
US10buff011,40.7725,-98.7306,618.1,SHELTON 0.5 SSE,US
US10buff012,40.7494,-98.8479,630.0,GIBBON 0.2 WNW,US
US10buff013,40.6995,-99.4062,691.9,ELM CREEK 2.2 WSW,US
US10buff015,40.8477,-99.3277,718.1,AMHERST 3.1 WNW,US
US10buff017,40.7236,-99.1035,677.0,KEARNEY 2.0 NW,US
US10buff018,40.665,-99.0852,677.0,KEARNEY 2.4 S,US
US10buff019,40.9728,-98.8024,627.0,RAVENNA 6.8 ESE,US
US10buff020,40.7407,-99.0647,627.0,KEARNEY 3.0 NNE,US
US10buff025,40.7412,-99.1602,694.9,KEARNEY 5.0 WNW,US
US10buff034,40.8144,-98.8403,694.9,GIBBON 4.2 N,US
US10buff036,40.7853,-99.1653,694.9,RIVERDALE 0.2 WNW,US
US10buff039,40.8153,-98.8355,694.9,GIBBON 4.7 N,US
US10burt001,41.7267,-96.1557,307.8,TEKAMAH 5.0 SE,US
US10burt002,41.6965,-96.3619,388.9,CRAIG 6.2 S,US
US10burt003,41.8593,-96.4701,388.0,OAKLAND 1.6 N,US
US10burt004,41.7859,-96.4065,417.9,CRAIG 2.2 W,US
US10butl003,41.1229,-97.367,480.1,SHELBY 5.7 SE,US
US10butl004,41.219,-97.349,480.1,RISING CITY 3.1 WNW,US
US10butl005,41.185,-97.2542,484.9,RISING CITY 2.4 ESE,US
US10butl008,41.158,-96.9952,490.1,BRAINARD 1.8 SSE,US
US10butl010,41.2963,-97.3493,502.0,RISING CITY 7.2 NNW,US
US10butl011,41.3221,-97.3465,451.1,BELLWOOD 5.8 W,US
US10butl013,41.3565,-97.2356,434.9,BELLWOOD 0.2 ESE,US
US10butl015,41.0706,-97.3672,434.9,ULYSSES 8.6 W,US
US10butl020,41.2557,-97.1301,434.9,DAVID CITY 0.2 N,US
US10cass001,40.9946,-95.8976,337.1,PLATTSMOUTH 1.4 SW,US
US10cass005,40.865,-96.1171,335.9,WEEPING WATER 1.3 ESE,US
US10cass010,40.8048,-96.4467,363.6,EAGLE 1.2 SW,US
US10cass011,41.0289,-95.9874,389.2,PLATTSMOUTH 3.1 WNW,US
US10ceda001,42.628,-97.27,417.0,HARTINGTON 0.5 NW,US
US10ceda002,42.7652,-97.3027,401.1,ST. HELENA 4.1 SW,US
US10ceda003,42.4974,-97.4279,530.0,RANDOLPH 9.0 NNW,US
US10ceda004,42.6983,-97.4464,437.1,CROFTON 3.3 ESE,US
US10ceda005,42.8151,-97.4648,406.9,CROFTON 6.2 NNE,US
US10ceda006,42.4971,-97.2691,485.9,COLERIDGE 3.5 W,US
US10ceda008,42.6702,-97.1716,384.0,HARTINGTON 5.9 ENE,US
US10ceda009,42.5654,-97.1363,474.9,COLERIDGE 5.4 NE,US
US10ceda010,42.7432,-97.1706,366.1,WYNOT 0.2 NNW,US
US10ceda011,42.8013,-97.368,392.9,FORDYCE 7.1 N,US
US10ceda012,42.5044,-97.2076,488.0,COLERIDGE 0.2 WSW,US
US10ceda013,42.6702,-97.1716,384.0,HARTINGTON 5.9 ENE,US
US10ceda014,42.3951,-97.0319,438.0,LAUREL 3.9 ESE,US
US10ceda015,42.3722,-97.3592,509.9,RANDOLPH 0.4 SSW,US
US10ceda016,42.5973,-97.022,442.9,HARTINGTON 12.8 E,US
US10ceda017,42.6787,-97.4261,465.1,FORDYCE 3.6 WSW,US
US10ceda020,42.7043,-97.3915,465.1,FORDYCE 1.6 W,US
US10ceda021,42.8092,-97.2482,465.1,ST. HELENA 0.0 ESE,US
US10ceda026,42.7285,-97.2466,465.1,HARTINGTON 7.4 N,US
US10chas001,40.5158,101.6451,1004.0,IMPERIAL 0.1 SW,US
US10chas002,40.4629,101.5907,975.1,ENDERS 3.0 W,US
US10chas003,40.4085,101.6227,1054.0,IMPERIAL 7.6 S,US
US10chas004,40.6257,101.5369,1001.0,IMPERIAL 9.4 NE,US
US10chas005,40.5495,101.7773,1015.9,IMPERIAL 7.3 WNW,US
US10chas006,40.4949,101.8424,1028.1,CHAMPION 5.2 WNW,US
US10chas007,40.629,101.9119,1061.0,VENANGO 11.5 SE,US
US10chas008,40.5493,101.9893,1072.0,LAMAR 1.7 SSW,US
US10chas009,40.6615,101.4202,958.0,WAUNETA 17.0 NNW,US
US10chas010,40.5253,101.6226,958.0,IMPERIAL 1.3 ENE,US
US10chas011,40.5667,101.7244,1014.1,IMPERIAL 5.4 WNW,US
US10chas012,40.4836,101.9051,1035.1,CHAMPION 8.3 W,US
US10chas013,40.6768,101.9156,1068.0,VENANGO 8.9 SE,US
US10chas016,40.5227,101.9864,1068.9,LAMAR 3.4 S,US
US10chas017,40.6122,101.3454,990.0,ELSIE 16.4 S,US
US10chas018,40.5089,101.3614,919.9,WAUNETA 6.3 N,US
US10chas019,40.5059,101.4966,1021.1,ENDERS 4.0 NE,US
US10chas021,40.4253,101.4242,908.9,WAUNETA 2.8 W,US
US10chas023,40.6832,101.6432,1018.0,IMPERIAL 11.5 N,US
US10chas024,40.3657,101.4365,1008.9,WAUNETA 5.0 S,US
US10chas025,40.4213,101.7182,1015.9,CHAMPION 3.7 SSE,US
US10chas026,40.6249,101.7822,1036.0,IMPERIAL 10.4 NW,US
US10chas027,40.4702,101.748,996.1,CHAMPION 0.0 WNW,US
US10chas028,40.4688,101.541,972.0,ENDERS 1.0 NNW,US
US10chas029,40.4434,101.7821,1028.1,CHAMPION 2.6 SW,US
US10chas030,40.5789,101.4193,969.0,WAUNETA 11.4 NNW,US
US10chas031,40.3793,101.5415,1036.0,ENDERS 5.3 S,US
US10chas032,40.3773,101.855,1049.1,HAIGLER 25.5 NNE,US
US10chas033,40.393,101.7795,1029.0,CHAMPION 5.6 SSW,US
US10chas034,40.4309,101.4868,930.9,WAUNETA 6.1 W,US
US10chas035,40.6539,101.4379,930.9,WAUNETA 16.6 NNW,US
US10chas036,40.6376,101.4573,930.9,IMPERIAL 12.8 ENE,US
US10chas037,40.4152,101.3746,930.9,WAUNETA 0.3 SW,US
US10chas038,40.4705,101.746,930.9,CHAMPION 0.1 ENE,US
US10cher001,42.3495,101.1024,989.1,MULLEN 21.4 N,US
US10cher004,42.1461,100.5307,883.9,THEDFORD 11.8 NNE,US
US10cher005,42.872,100.5448,787.0,VALENTINE 0.4 E,US
US10cher006,42.3039,100.2193,850.1,VALENTINE 42.9 SSE,US
US10cher007,42.942,100.71,847.0,VALENTINE 9.5 WNW,US
US10cher008,42.9975,100.2211,761.1,SPARKS 4.3 NNE,US
US10cher009,42.4568,100.5756,904.0,VALENTINE 28.7 S,US
US10cher010,42.198,101.777,1146.0,HYANNIS 13.7 N,US
US10cher011,42.6624,100.4779,861.1,VALENTINE 15.0 SSE,US
US10cher012,42.4781,100.9129,937.0,VALENTINE 33.1 SW,US
US10cher013,42.3536,100.6312,900.1,BROWNLEE 4.5 N,US
US10cher014,42.293,100.3597,854.0,VALENTINE 41.2 SSE,US
US10cher016,42.9375,101.2438,947.0,CODY 0.1 NE,US
US10cher017,42.7032,100.6163,865.0,VALENTINE 12.2 SSW,US
US10cher018,42.9955,101.7119,1004.9,MERRIMAN 5.3 N,US
US10cher019,42.8679,101.4056,878.1,CODY 9.6 WSW,US
US10cher022,42.9816,100.5682,846.1,VALENTINE 7.6 N,US
US10cher023,42.6315,100.6702,879.0,VALENTINE 17.8 SSW,US
US10cher024,42.82,101.2825,862.9,CODY 8.2 SSW,US
US10cher025,42.6558,100.2688,826.9,WOOD LAKE 2.0 WNW,US
US10cher026,42.4186,101.557,1075.0,WHITMAN 26.0 N,US
US10cher027,42.8978,101.2733,1075.0,CODY 3.0 SW,US
US10cher028,42.8151,101.613,1075.0,CODY 20.9 WSW,US
US10cher032,42.6638,100.6651,1075.0,VALENTINE 15.6 SSW,US
US10cher034,42.8918,100.5877,1075.0,VALENTINE 2.3 WNW,US
US10chey002,41.2638,102.8855,1277.1,GURLEY 6.0 SE,US
US10chey003,41.4098,102.972,1296.9,DALTON 0.2 NE,US
US10chey004,41.1548,103.1077,1324.1,SIDNEY 6.8 W,US
US10chey005,41.04,102.96,1307.0,SIDNEY 7.2 S,US
US10chey007,41.127,102.97,1257.9,SIDNEY 1.2 SSE,US
US10chey008,41.1491,102.6355,1175.0,SIDNEY 17.9 E,US
US10chey009,41.1059,102.8108,1246.9,SIDNEY 9.1 ESE,US
US10chey010,41.3766,103.0495,1323.1,DALTON 4.5 WSW,US
US10chey012,41.2225,102.726,1217.1,LODGEPOLE 6.9 NW,US
US10chey013,41.2369,102.8361,1256.1,SIDNEY 9.9 ENE,US
US10chey014,41.3945,103.0327,1323.1,DALTON 3.2 WSW,US
US10chey015,41.2922,102.8016,1256.1,GURLEY 9.1 E,US
US10chey016,41.414,102.695,1227.1,DALTON 14.6 E,US
US10chey017,41.2098,103.2978,1332.0,POTTER 1.1 ESE,US
US10chey018,41.3722,103.1112,1338.1,DALTON 7.6 WSW,US
US10chey019,41.3264,102.9948,1310.9,GURLEY 1.3 W,US
US10chey021,41.1554,102.9844,1282.9,SIDNEY 0.9 NNW,US
US10chey022,41.1271,102.9594,1257.0,SIDNEY 1.5 SE,US
US10chey024,41.4188,102.9737,1296.9,DALTON 0.6 S,US
US10chey025,41.1289,102.9701,1247.9,SIDNEY 0.7 S,US
US10chey026,41.2586,103.2644,1385.0,POTTER 3.9 NE,US
US10chey027,41.1772,103.2022,1367.0,POTTER 6.6 ESE,US
US10chey028,41.0317,102.9277,1296.9,SIDNEY 8.1 SSE,US
US10chey029,41.3956,103.3643,1414.0,POTTER 12.5 NNW,US
US10chey030,41.3903,103.2967,1382.9,POTTER 12.0 N,US
US10chey031,41.175,102.6462,1382.9,LODGEPOLE 1.2 NE,US
US10chey032,41.0675,102.6314,1234.1,LODGEPOLE 5.7 S,US
US10chey033,41.0246,103.2684,1389.9,SIDNEY 17.2 WSW,US
US10chey034,41.2661,102.9896,1297.8,SIDNEY 8.5 N,US
US10chey035,41.118,103.1154,1285.0,SIDNEY 7.3 W,US
US10chey036,41.1334,103.2254,1328.0,SIDNEY 12.9 W,US
US10chey037,41.0622,103.2221,1323.1,SIDNEY 14.1 WSW,US
US10chey038,41.2362,102.6945,1206.1,LODGEPOLE 8.5 NNW,US
US10chey040,41.3504,103.2507,1382.9,POTTER 9.8 NNE,US
US10chey041,41.202,103.163,1296.9,SIDNEY 10.4 WNW,US
US10chey045,41.2807,102.9306,1289.0,GURLEY 3.6 SE,US
US10chey046,41.189,103.2204,1330.1,POTTER 5.4 ESE,US
US10chey047,41.0054,102.9378,1330.1,SIDNEY 23.8 ESE,US
US10chey049,41.0492,103.1975,1330.1,SIDNEY 13.1 WSW,US
US10chey053,41.0856,102.6689,1330.1,LODGEPOLE 35.9 N,US
US10chey056,41.3499,102.8094,1330.1,DALTON 9.5 ESE,US
US10chey060,41.1339,102.9777,1330.1,SIDNEY 0.6 S,US
US10chey064,41.2077,103.2092,1330.1,POTTER 5.6 E,US
US10chey065,41.1936,102.9917,1330.1,SIDNEY 3.6 NNW,US
US10clay002,40.3504,-97.897,512.1,EDGAR 4.2 ESE,US
US10clay004,40.5318,-98.107,552.9,CLAY CENTER 2.8 W,US
US10clay005,40.4019,-97.9945,530.0,EDGAR 2.4 NW,US
US10clay007,40.5099,-98.2439,561.1,GLENVIL 0.7 ENE,US
US10clay008,40.4549,-98.0329,537.1,CLAY CENTER 4.8 SSE,US
US10clay009,40.6115,-98.2773,570.9,HASTINGS 6.1 ENE,US
US10clay012,40.6698,-98.1668,559.0,HARVARD 5.0 NW,US
US10clay013,40.4615,-98.0694,544.1,FAIRFIELD 2.8 NE,US
US10clay015,40.6114,-97.8523,515.1,SUTTON 0.6 NE,US
US10clay017,40.4517,-97.9066,527.0,EDGAR 6.5 NE,US
US10clay018,40.526,-98.0537,547.1,CLAY CENTER 0.3 NNE,US
US10clay019,40.5402,-98.2414,566.0,CLAY CENTER 9.8 W,US
US10clay020,40.5245,-98.1652,556.9,CLAY CENTER 6.7 W,US
US10clay021,40.4813,-98.1273,548.0,CLAY CENTER 4.7 WSW,US
US10clay023,40.4473,-98.0466,537.1,CLAY CENTER 5.2 S,US
US10clay024,40.6942,-98.0532,530.0,HARVARD 5.7 NNE,US
US10clay025,40.4224,-98.2226,552.0,FAIRFIELD 6.1 W,US
US10clay027,40.4522,-98.2156,552.0,GLENVIL 4.3 SE,US
US10clay029,40.4086,-98.1087,552.0,FAIRFIELD 1.6 S,US
US10clay037,40.5967,-97.8673,552.0,SUTTON 0.7 SW,US
US10clay039,40.6236,-98.0925,552.0,HARVARD 0.2 ESE,US
US10clay041,40.5199,-98.0526,552.0,CLAY CENTER 0.2 ESE,US
US10clay044,40.6101,-97.8621,552.0,ONG 7.2 N,US
US10colf001,41.7014,-97.0731,460.9,CLARKSON 3.1 ESE,US
US10colf002,41.5837,-97.0027,438.0,ROGERS 9.3 NW,US
US10colf003,41.596,-97.1614,487.1,CLARKSON 9.3 SSW,US
US10colf005,41.4186,-97.2521,430.1,COLUMBUS 6.2 E,US
US10cumi002,41.8049,-96.6907,431.0,WEST POINT 2.7 SSE,US
US10cumi003,41.8664,-96.7995,431.0,WEST POINT 5.0 WNW,US
US10cumi005,41.9103,-96.6379,424.9,WEST POINT 6.0 NE,US
US10cumi006,41.9826,-96.9095,417.0,WISNER 0.4 SE,US
US10cumi007,41.82,-96.71,406.0,WEST POINT 1.5 S,US
US10cumi008,41.9301,-96.8078,417.0,BEEMER 0.2 E,US
US10cumi009,42.0028,-96.5717,434.0,BANCROFT 0.7 S,US
US10cumi010,41.7973,-96.7926,427.0,WEST POINT 5.3 WSW,US
US10cumi011,42.0045,-96.7088,452.0,BANCROFT 7.1 W,US
US10cumi012,42.0149,-96.5756,452.0,BANCROFT 0.2 NW,US
US10cust001,41.1325,-99.7503,782.1,OCONTO 0.9 ESE,US
US10cust002,41.6544,-99.4623,716.9,SARGENT 4.8 W,US
US10cust003,41.4206,100.1929,823.9,ARNOLD 0.3 SSE,US
US10cust004,41.1492,100.1954,900.1,GOTHENBURG 15.0 NNW,US
US10cust005,41.2685,-99.5322,765.0,BERWYN 5.9 SSW,US
US10cust007,41.2891,-99.3739,716.0,ANSLEY 0.4 E,US
US10cust008,41.5246,-99.716,821.1,MERNA 3.7 NE,US
US10cust009,41.5285,-99.8369,807.1,MERNA 5.0 WNW,US
US10cust010,41.1759,-99.6131,726.0,EDDYVILLE 11.4 N,US
US10cust011,41.5008,100.0225,919.9,ANSELMO 11.5 SW,US
US10cust012,41.6293,-99.9052,819.0,ANSELMO 2.2 WNW,US
US10cust013,41.689,-99.9324,830.0,ANSELMO 6.0 NW,US
US10cust014,41.5419,100.0685,880.0,ANSELMO 11.8 WSW,US
US10cust015,41.7171,-99.9848,823.0,ANSELMO 9.2 NW,US
US10cust016,41.6,-99.7523,769.0,ANSELMO 6.1 E,US
US10cust017,41.2252,-99.6644,741.0,BROKEN BOW 12.3 S,US
US10cust020,41.2793,100.1589,918.1,GOTHENBURG 24.1 N,US
US10cust021,41.4517,-99.9745,907.1,MERNA 11.4 W,US
US10cust022,41.409,-99.4638,761.1,BERWYN 4.4 NNE,US
US10cust027,41.7346,-99.6987,835.2,MILBURN 1.9 ENE,US
US10cust028,41.6399,-99.3898,712.0,SARGENT 0.9 W,US
US10cust029,41.5562,-99.2362,698.0,COMSTOCK 0.8 ESE,US
US10cust032,41.4189,-99.8858,698.0,MERNA 7.9 WSW,US
US10cust035,41.5661,100.0212,698.0,ANSELMO 8.9 WSW,US
US10cust039,41.2888,-99.9237,698.0,CALLAWAY 0.2 S,US
US10cust040,41.2868,-99.7077,698.0,BROKEN BOW 8.7 SSW,US
US10cust041,41.4004,-99.5844,698.0,BROKEN BOW 2.9 E,US
US10cust042,41.6273,-99.741,698.0,ANSELMO 6.5 E,US
US10cust045,41.412,-99.6378,698.0,BROKEN BOW 0.7 N,US
US10cust046,41.4816,-99.8928,698.0,MERNA 6.9 W,US
US10dako002,42.3484,-96.6192,381.9,HUBBARD 3.1 SW,US
US10dako003,42.3882,-96.5916,381.9,HUBBARD 0.1 NW,US
US10dawe001,42.8292,102.9939,1033.9,CHADRON 0.5 SE,US
US10dawe002,42.8304,102.9956,1032.1,CHADRON 0.4 SE,US
US10dawe003,42.7696,103.0213,1081.1,CHADRON 4.7 SSW,US
US10dawe005,42.7177,103.0117,1029.9,CHADRON 0.6 WNW,US
US10dawe006,42.6675,103.2848,1170.1,CRAWFORD 6.8 E,US
US10dawe007,42.8037,103.0531,1024.1,CHADRON 3.6 WSW,US
US10dawe010,42.6256,102.8125,1214.0,HAY SPRINGS 7.5 WSW,US
US10dawe011,42.5602,103.0704,1288.1,MARSLAND 14.4 ENE,US
US10dawe012,42.7625,103.3398,1067.1,WHITNEY 4.5 WSW,US
US10dawe013,42.5495,103.3619,1382.9,CRAWFORD 9.6 SSE,US
US10dawe015,42.4525,102.9868,1195.1,HEMINGFORD 10.1 NNE,US
US10dawe016,42.6975,103.3779,1118.0,CRAWFORD 2.1 ENE,US
US10dawe017,42.4672,103.145,1232.9,MARSLAND 8.2 E,US
US10dawe018,42.5116,103.1096,1268.9,HEMINGFORD 13.2 N,US
US10dawe019,42.7123,103.0049,1192.1,CHADRON 8.5 S,US
US10dawe023,42.457,102.9293,1260.0,HEMINGFORD 12.0 NE,US
US10dawe025,42.8475,103.0671,1260.0,CHADRON 3.6 W,US
US10dawe026,42.668,103.0668,1260.0,CHADRON 39.3 WSW,US
US10dawe027,42.611,103.0857,1260.0,CHADRON 16.1 SSW,US
US10dawe030,42.4549,103.2334,1260.0,MARSLAND 3.5 E,US
US10daws001,40.8658,-99.8494,754.1,COZAD 7.2 E,US
US10daws002,40.78,-99.72,730.0,LEXINGTON 1.1 E,US
US10daws003,40.781,-99.5593,759.3,OVERTON 3.1 NNW,US
US10daws004,40.8844,100.0327,768.1,COZAD 2.9 WNW,US
US10daws005,40.7104,-99.7008,722.1,COZAD 18.2 ESE,US
US10daws006,40.694,-99.587,709.0,COZAD 23.8 ESE,US
US10daws007,41.0007,100.1654,812.9,GOTHENBURG 4.9 N,US
US10daws008,40.7966,-99.9956,762.0,COZAD 4.4 S,US
US10daws009,40.8876,100.1645,782.1,GOTHENBURG 2.9 S,US
US10daws010,40.9455,-99.5599,738.8,SUMNER 2.7 W,US
US10daws011,40.9238,-99.4457,748.9,SUMNER 3.7 ESE,US
US10daws012,41.0118,-99.6248,748.9,EDDYVILLE 0.0 NW,US
US10daws013,40.7471,-99.4578,709.9,ELM CREEK 4.8 WNW,US
US10daws014,40.7135,-99.5213,707.1,OVERTON 2.2 SE,US
US10daws015,40.7099,100.1229,826.9,FARNAM 4.8 E,US
US10daws017,40.8715,-99.981,826.9,COZAD 0.9 NNE,US
US10daws018,40.9394,100.1577,795.2,GOTHENBURG 0.7 NNE,US
US10deue001,41.0936,102.4766,1128.1,CHAPPELL 0.3 W,US
US10deue002,41.0955,102.471,1133.9,CHAPPELL 0.2 N,US
US10deue003,41.087,102.4699,1119.8,CHAPPELL 0.4 SSE,US
US10deue004,41.1496,102.3234,1147.9,CHAPPELL 8.7 ENE,US
US10deue005,41.1106,102.3243,1147.0,CHAPPELL 7.8 E,US
US10deue009,41.0613,102.0896,1036.9,BIG SPRINGS 0.8 W,US
US10deue010,41.1297,102.4565,1182.0,CHAPPELL 2.7 NNE,US
US10deue012,41.0479,102.5835,1207.0,CHAPPELL 6.6 WSW,US
US10deue013,41.0946,102.4586,1139.0,CHAPPELL 0.7 E,US
US10deue015,41.0025,102.241,1054.9,BIG SPRINGS 9.6 WSW,US
US10deue016,41.0557,102.074,1026.9,BIG SPRINGS 0.4 SSE,US
US10deue018,41.1828,102.5743,1213.1,LODGEPOLE 4.0 ENE,US
US10deue020,41.1266,102.246,1139.0,CHAPPELL 12.0 E,US
US10deue021,41.0911,102.5577,1139.0,CHAPPELL 4.5 W,US
US10deue025,41.0942,102.4764,1139.0,CHAPPELL 0.3 WNW,US
US10dixo001,42.4273,-96.9774,463.0,WAYNE 13.7 NNE,US
US10dixo003,42.3056,-96.7977,465.1,WAKEFIELD 4.3 ENE,US
