StationId,Latitude,Longitude,Elevation,Name,CountryCode,City,CityDistance
US1INDV0004,38.6629,-87.1548,175.0,WASHINGTON 1.0 ENE,US,Washington,0.6066403651546108
US1INDV0006,38.6217,-87.1829,143.0,WASHINGTON 2.6 SSW,US,Washington,4.594369033985796
US1INDV0007,38.5766,-87.1481,139.9,WASHINGTON 5.8 SSE,US,Washington,9.16793060103786
US1INDV0008,38.6588,-87.1634,166.1,WASHINGTON 0.5 E,US,Washington,0.374030696534593
US1INDV0011,38.6636,-87.0452,159.1,MONTGOMERY 0.1 SE,US,Washington,9.905219799045454
US1INDV0017,38.6205,-87.1359,149.0,WASHINGTON 3.3 SE,US,Washington,4.691306886163853
US1INDV0021,38.6646,-87.0469,170.7,MONTGOMERY 0.0 SSE,US,Washington,9.764748784284771
US1INHN0001,39.7423,-85.8983,253.0,NEW PALESTINE 1.5 NNW,US,Philadelphia,6.266684593582779
US1INHN0002,39.791,-85.816,266.1,GREENFIELD 2.4 W,US,Philadelphia,2.7373822786471185
US1INHN0003,39.7006,-85.895,246.0,NEW PALESTINE 1.4 S,US,Philadelphia,9.931520986621594
US1INHN0007,39.7497,-85.9182,256.9,NEW PALESTINE 2.4 NW,US,Philadelphia,7.143967194197142
US1INHN0010,39.7129,-85.9045,249.9,NEW PALESTINE 0.9 SW,US,Philadelphia,9.135663351296976
US1INHN0012,39.7879,-85.7752,274.9,GREENFIELD 0.4 SW,US,Philadelphia,6.050340634802302
US1INHN0013,39.7836,-85.9389,262.1,CUMBERLAND 0.7 E,US,Philadelphia,7.984868016787279
US1INHN0017,39.7921,-85.7713,271.0,GREENFIELD 0.1 SW,US,Philadelphia,6.45074224400657
US1INHN0026,39.7713,-85.7739,272.2,GREENFIELD 1.5 S,US,Philadelphia,6.22104769298624
US1INHN0027,39.7688,-85.8773,253.6,NEW PALESTINE 3.4 NNE,US,Philadelphia,3.057529495881788
US1INHN0032,39.7237,-85.935,254.2,NEW PALESTINE 2.3 W,US,Philadelphia,9.985241817758403
US1INHN0037,39.7321,-85.9094,250.9,NEW PALESTINE 1.2 NW,US,Philadelphia,7.738778982711456
US1INHN0043,39.7694,-85.77,270.7,GREENFIELD 1.6 S,US,Philadelphia,6.588741730945827
US1INHN0048,39.7952,-85.926,261.8,GREENFIELD 8.3 W,US,Philadelphia,7.047311971484456
US1INLK0008,41.5865,-87.5243,185.9,HAMMOND 3.0 SW,US,Phoenix,9.291841312842932
US1INLP0006,41.7264,-86.8843,189.9,MICHIGAN CITY 1.0 NNW,US,Long Beach,3.279378336756128
US1INLP0014,41.6942,-86.8831,196.0,MICHIGAN CITY 1.3 SSW,US,Long Beach,6.055687448104575
US1INLP0020,41.7411,-86.8634,185.0,LONG BEACH 0.7 WSW,US,Long Beach,0.9747775548425628
US1INLP0023,41.6977,-86.8865,195.1,MICHIGAN CITY 1.2 SSW,US,Long Beach,5.8384253726978415
US1INLP0027,41.7046,-86.8785,195.1,MICHIGAN CITY 0.6 SSW,US,Long Beach,4.848726934887749
US1INLP0032,41.671,-86.8102,228.9,TRAIL CREEK 3.0 SE,US,Long Beach,8.779982857356723
US1INLP0059,41.6806,-86.8386,194.5,MICHIGAN CITY 2.9 SE,US,Long Beach,7.083361676015925
US1INLP0065,41.7094,-86.864,187.8,(KD9LWR) TRAIL CREEK 1.0,US,Long Beach,3.918241905619079
US1INLP0076,41.6691,-86.827,205.7,MICHIGAN CITY 3.9 SE,US,Long Beach,8.531268549006533
US1INMR0212,39.7886,-85.9545,260.3,INDIANAPOLIS 10.2 E,US,Philadelphia,9.348162362858984
US1INWN0002,39.8207,-84.8727,315.2,RICHMOND 0.9 SE,US,Boston,9.02029978166834
US1INWN0018,39.8039,-84.8167,338.0,RICHMOND 4.1 ESE,US,Boston,7.586505559816887
US1INWN0020,39.8121,-84.8836,317.0,RICHMOND 1.2 S,US,Boston,8.341747993245148
US1INWN0025,39.8236,-84.8408,338.9,RICHMOND 2.4 E,US,Boston,9.209682189465514
US1KSJO0080,39.042,-94.7785,282.9,LAKE QUIVIRA 0.6 W,US,Kansas City,9.531038417987952
US1KSWS0009,39.8196,-97.0487,398.4,WASHINGTON 0.3 NE,US,Washington,0.4003017359202168
US1KSWS0017,39.7829,-97.0217,412.7,WASHINGTON 2.9 SE,US,Washington,4.343604718438213
US1KSWY0005,39.0894,-94.7362,238.4,KANSAS CITY 2.1 SSW,US,Kansas City,3.855620962616628
US1KSWY0007,39.1175,-94.6514,274.0,KANSAS CITY 4.1 E,US,Kansas City,8.04195661656584
US1KSWY0011,39.1469,-94.8114,295.0,KANSAS CITY WEST,US,Kansas City,6.345343457022802
US1KSWY0013,39.1144,-94.6661,310.6,KANSAS CITY 3.3 E,US,Kansas City,6.821716783342514
US1KYHD0020,37.7518,-85.7413,240.5,ELIZABETHTOWN 7.9 ENE,US,Boston,6.4216472969551806
US1KYHD0030,37.7653,-85.7104,134.1,LEBANON JUNCTION 4.8 S,US,Boston,3.3374381663868484
US1LAEB0002,30.4218,-91.1576,21.0,BATON ROUGE 2.7 SW,US,Baton Rouge,3.3912143049149424
US1LAEB0005,30.3657,-91.1168,17.1,GARDERE 1.2 ENE,US,Baton Rouge,8.594299090677856
US1LAEB0014,30.4393,-91.0685,18.0,BATON ROUGE 3.5 E,US,Baton Rouge,6.008791593034146
US1LAEB0020,30.4438,-91.0561,21.9,MONTICELLO 3.0 SSW,US,Baton Rouge,7.192659207854157
US1LAEB0027,30.4507,-91.0843,25.0,BATON ROUGE 2.5 E,US,Baton Rouge,4.589438398965289
US1LAEB0033,30.4118,-91.1786,21.9,LSU,US,Baton Rouge,5.658507208603203
US1LAEB0041,30.3876,-91.1372,9.1,BATON ROUGE 4.3 S,US,Baton Rouge,6.077220580890577
US1LAEB0046,30.4421,-91.149,14.0,BATON ROUGE 1.4 WSW,US,Baton Rouge,1.7160342447779586
US1LAEB0047,30.3818,-91.1373,12.5,BATON ROUGE 5.3 S,US,Baton Rouge,6.720286602532198
US1LAEB0053,30.4089,-91.1058,9.1,BATON ROUGE 3.0 SSE,US,Baton Rouge,4.408067261981546
US1LAEB0060,30.4005,-91.0896,9.4,BATON ROUGE 4.0 SSE,US,Baton Rouge,6.093365634402888
US1LAEB0065,30.3686,-91.08,11.0,BATON ROUGE 6.2 SSE,US,Baton Rouge,9.519938937832034
US1LAEB0069,30.3855,-91.1363,10.4,BATON ROUGE 4.4 S,US,Baton Rouge,6.30227123886884
US1LAEB0071,30.4069,-91.1552,11.9,BATON ROUGE 3.4 SSW,US,Baton Rouge,4.535711047117233
US1LAEB0072,30.4464,-91.1188,16.5,BATON ROUGE 0.5 ESE,US,Baton Rouge,1.2765992174429326
US1MAMD0011,42.3876,-71.1253,14.6,CAMBRIDGE 0.9 NNW,US,Boston,8.329696196483173
US1MAMD0043,42.3791,-71.0974,4.0,SOMERVILLE 0.8 SSE,US,Boston,6.779596631944825
US1MAMD0074,42.382,-71.0946,19.8,SOMERVILLE 0.7 SSE,US,Boston,7.0698468029786
US1MAMD0092,42.3218,-71.1838,70.1,NEWTON 1.4 ESE,US,Boston,8.11342733053042
US1MAMD0134,42.3829,-71.0994,6.1,SOMERVILLE 0.5 SSE,US,Boston,7.222484792437419
US1MAMD0151,42.3644,-71.1087,5.2,CAMBRIDGE 0.9 SSE,US,Boston,5.425892446941194
US1MAMD0170,42.3918,-71.1123,22.9,SOMERVILLE 0.5 W,US,Boston,8.417137268176344
US1MAMD0214,42.3766,-71.0998,3.4,SOMERVILLE 1.0 S,US,Boston,6.538104104397146
US1MAMD0231,42.3815,-71.1369,8.5,CAMBRIDGE 1.0 WNW,US,Boston,8.164445890622723
US1MANF0027,42.2455,-71.0276,14.6,QUINCY 1.5 SW,US,Boston,9.427934802121232
US1MANF0032,42.2524,-71.0396,16.8,QUINCY 1.8 WSW,US,Boston,8.281598025777745
US1MANF0054,42.259,-71.0303,30.5,QUINCY 1.2 W,US,Boston,8.037976164380193
US1MANF0065,42.2624,-71.08,11.0,MILTON 1.3 N,US,Boston,6.285963147658689
US1MASF0001,42.357,-71.0671,13.1,BOSTON 0.5 WSW,US,Boston,4.50064076074738
US1MASF0003,42.3131,-71.0998,24.1,JAMAICA PLAIN 1.3 NE,US,Boston,1.3574937220194647
US1MASF0004,42.3496,-71.1589,16.2,BRIGHTON 0.5 W,US,Boston,6.959097128609406
US1MASF0017,42.2886,-71.0496,2.7,DORCHESTER 1.8 ENE,US,Boston,4.455120186864301
US1MASF0030,42.378,-71.0627,13.7,CHARLESTOWN 0.4 SSE,US,Boston,6.837502797622185
US1MASF0031,42.2927,-71.1456,54.6,BOSTON 6.5 SW,US,Boston,5.752751384245483
US1MASF0038,42.2874,-71.1128,11.0,BOSTON 3.1 SW,US,Boston,4.164458435273661
US1MDCV0008,38.4666,-76.4795,-999.9,CALVERT BEACH 0.4N,US,Long Beach,1.2010369041577698
US1MDCV0023,38.4264,-76.4644,37.5,CALVERT BEACH-LONG BEACH,US,Long Beach,3.476009042761264
US1MDMG0042,38.9902,-77.0081,75.0,TAKOMA PARK 0.6 NNW,US,Washington,9.53357591387028
US1MDMG0070,38.9893,-77.0088,82.3,SILVER SPRING 1.9 SSE,US,Washington,9.42942378560879
US1MDPG0034,38.9533,-76.9546,18.0,HYATTSVILLE 0.4 S,US,Washington,7.5953266185977
US1MDPG0079,38.9689,-76.9526,26.2,HYATTSVILLE 0.7 N,US,Washington,9.017546388295116
US1MDPG0094,38.9479,-76.962,7.3,BRENTWOOD 0.4 NW,US,Washington,6.718516939665626
US1MIBN0001,41.792,-86.7519,184.1,NEW BUFFALO 0.4 WNW,US,Long Beach,9.90662563938118
US1MIHL0003,41.7557,-84.7591,306.9,CAMDEN 0.1 WSW,US,Camden,0.2528368049446418
US1MIHL0009,41.7517,-84.7895,326.7,MONTGOMERY 1.9 SSE,US,Camden,2.786615697100685
US1MIJC0013,42.107,-84.626,328.0,HANOVER 3.8 W,US,Concord,7.862553311830882
US1MNPP0002,45.6134,-95.5395,360.0,STARBUCK 0.3 WNW,US,Long Beach,9.50132085869081
US1MNPP0011,45.6508,-95.3397,424.6,GLENWOOD 1.2 E,US,Long Beach,6.995571229222863
US1MNPP0014,45.6181,-95.4961,353.9,GLENWOOD 6.8 WSW,US,Long Beach,6.321016711084717
US1MNPP0016,45.5947,-95.5283,351.1,STARBUCK 1.2 S,US,Long Beach,9.891817998142404
US1MNPP0022,45.592,-95.4781,357.8,STARBUCK 3.0 ESE,US,Long Beach,7.553961127948453
US1MNPP0023,45.6264,-95.533,398.4,STARBUCK 1.0 N,US,Long Beach,8.480579979439895
US1MOCY0003,39.1472,-94.5698,226.2,NORTH KANSAS CITY 0.6 NNW,US,Kansas City,2.9332256249966235
US1MOCY0010,39.2052,-94.5968,282.2,OAKWOOD PARK 1.3 W,US,Kansas City,9.771258586057304
US1MOFR0003,38.4713,-91.0167,210.0,UNION 1.6 N,US,Washington,8.918550416984456
US1MOFR0008,38.5361,-90.9926,166.4,WASHINGTON 1.6 SE,US,Washington,2.619961057692251
US1MOFR0010,38.5386,-90.9669,161.2,WASHINGTON 2.7 ESE,US,Washington,4.455161911147242
US1MOFR0015,38.4956,-90.9988,199.9,WASHINGTON 4.0 S,US,Washington,6.381342419929208
US1MOFR0018,38.5685,-91.0281,164.3,WASHINGTON 1.4 NW,US,Washington,2.189217627962936
US1MOFR0032,38.5586,-91.0161,170.7,WASHINGTON 0.4 NNW,US,Washington,0.7918269830225564
US1MOFR0033,38.5332,-90.958,161.2,WASHINGTON 3.3 ESE,US,Washington,5.390920472864144
US1MOFSA177,39.2733,-93.9603,249.0,RICHMOND 0.8 ESE,US,Camden,9.879646565741725
US1MOJC0018,39.0807,-94.5752,285.0,KANSAS CITY 3.1 SSW,US,Kansas City,5.126700777981621
US1MOJC0028,39.0692,-94.4871,264.9,KANSAS CITY 5.1 SE,US,Kansas City,8.383919816978482
US1MOJC0046,39.0804,-94.5677,276.1,KANSAS CITY 3.0 SSW,US,Kansas City,4.966500135269489
US1MOJC0052,39.1084,-94.5735,253.3,KANSAS CITY 1.5 SW,US,Kansas City,2.394485436859338
US1MOJC0071,39.1002,-94.4657,242.3,INDEPENDENCE 6.1 W,US,Kansas City,8.065780298164572
US1MOJF0018,38.428,-90.361,160.6,ARNOLD 0.5 E,US,Concord,9.312290856652517
US1MOJF0025,38.4763,-90.4516,175.0,FENTON 4.1 S,US,Concord,9.09418961148453
US1MOJF0036,38.4284,-90.3637,157.3,ARNOLD 0.3 E,US,Concord,9.27876148035006
US1MOSL0002,38.4651,-90.3136,182.0,OAKVILLE 1.5 N,US,Concord,6.432927573236379
US1MOSL0003,38.5791,-90.3402,167.9,WEBSTER GROVES 0.9 ESE,US,Concord,7.642357212681559
US1MOSL0004,38.558,-90.4248,183.5,KIRKWOOD 1.6 S,US,Concord,7.802149597299138
US1MOSL0022,38.4825,-90.3099,154.5,MEHLVILLE 1.3 SSE,US,Concord,5.2564148965376
US1MOSL0029,38.5553,-90.3417,179.8,AFFTON 0.8 WNW,US,Concord,5.036760283139745
US1MOSL0045,38.5586,-90.3874,191.4,CRESTWOOD 0.4 NW,US,Concord,5.8314290084829095
US1MOSL0048,38.5714,-90.2906,141.1,ST. LOUIS 6.3 SW (CLOSED),US,Concord,8.821583769287054
US1MOSL0054,38.5918,-90.3531,161.2,WEBSTER GROVES 0.4 N,US,Concord,8.914559330733455
US1MOSL0062,38.5011,-90.3612,184.4,CONCORD 1.0 SSW,US,Concord,1.2241676421057377
US1MOSL0063,38.514,-90.3661,170.7,CONCORD 0.7 W,US,Concord,0.7989936307500879
US1MOSL0074,38.5954,-90.3778,178.6,GLENDALE 0.3 NE,US,Concord,9.474563778290031
US1MOSL0076,38.4692,-90.3496,172.8,OAKVILLE 2.5 NW,US,Concord,4.774294881622624
US1MOSL0083,38.5885,-90.3907,197.5,GLENDALE 0.6 WSW,US,Concord,9.017396245549
US1MOSL0092,38.5869,-90.3811,188.7,GLENDALE 0.4 S,US,Concord,8.612110040173757
US1MOSL0094,38.5466,-90.3299,175.9,AFFTON 0.2 SSW,US,Concord,4.558747407578323
US1MOSL0099,38.5885,-90.3486,167.3,WEBSTER GROVES 0.4 ENE,US,Concord,8.573989870994952
US1MOSLC007,38.5805,-90.2851,149.4,ST. LOUIS 5.7 SW,US,Concord,9.902547891601506
US1MOSLC010,38.5779,-90.3119,134.1,MAC KENZIE 0.3 ESE,US,Concord,8.357273012464887
US1MOWR0008,38.6297,-91.0618,163.7,MARTHASVILLE 0.5 W,US,Washington,9.585077707650324
US1MSHR0010,30.3608,-89.2084,11.9,PASS CHRISTIAN 3.5 NE,US,Long Beach,4.154445269561271
US1MSHR0019,30.3911,-89.2503,15.5,PASS CHRISTIAN 5.0 N,US,Long Beach,8.840496712414831
US1MSHR0025,30.3476,-89.1534,6.4,LONG BEACH 1.3 SE,US,Long Beach,1.847884482687512
US1MSHR0027,30.3515,-89.1675,7.9,LONG BEACH 0.7 S,US,Long Beach,1.0594424934007969
US1MSHR0039,30.4437,-89.1265,17.1,GULFPORT 5.3 NW,US,Long Beach,9.933624900263196
US1MSHR0048,30.3541,-89.2173,6.7,PASS CHRISTIAN 2.8 NNE,US,Long Beach,5.063638468373793
US1MSNS0002,32.7339,-89.1696,153.9,PHILADELPHIA 4.5 SW,US,Philadelphia,6.461383483516851
US1MSNS0004,32.7861,-89.0178,149.0,PHILADELPHIA 5.4 E,US,Philadelphia,9.813850298662496
US1MSNS0005,32.8108,-89.1096,140.8,PHILADELPHIA 2.5 N,US,Philadelphia,4.031494770604971
US1MSNS0008,32.7597,-89.0921,137.8,PHILADELPHIA 1.4 SE,US,Philadelphia,3.345685262014422
US1NCBF0008,35.5046,-77.0547,8.5,CHOCOWINITY 2.6 ESE,US,Washington,6.004553312898412
US1NCBF0029,35.5428,-77.0587,1.2,WASHINGTON 1.0 SSW,US,Washington,1.797498740492862
US1NCBF0030,35.5411,-76.9993,10.1,WASHINGTON 3.1 ESE,US,Washington,5.359632513242673
US1NCBF0034,35.5141,-77.1024,10.4,CHOCOWINITY 0.2 W,US,Washington,6.577977928473741
US1NCCA0006,36.3317,-76.1829,1.8,CAMDEN 0.7 WNW,US,Camden,1.3749472077643548
US1NCCA0008,36.3301,-76.1741,1.8,CAMDEN 0.2 NW,US,Camden,0.6756473458196355
